"","CatSpeSpeciesRef","BandNumber","Date","Sex","Age","CatSampleID","LocRegionRef","LocLon","LocLat","AIV","AIVAb","CatAgeAgeRef","SpeOrder","lat","lon","Year","Month","Year2","Season","Ecotype","group","Species","Order" 
"922","Chestnut teal",NA,2018-06-11,"F",NA,"11540","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"923","Chestnut teal","10135179",2013-04-26,"M","A","5055","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"924","Chestnut teal","10132791",2012-09-04,NA,NA,"2431","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2012,9,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"925","Chestnut teal","09161709",2018-05-09,"F","A","12840","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"926","Chestnut teal","10135144",2020-09-30,"M","A","15078","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"927","Chestnut teal","10135185",2013-04-26,"F","A","5065","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"928","Chestnut teal","09160233",2012-12-12,"F","A","3815","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"929","Chestnut teal","10135134",2020-10-16,"M","A","15082","Geelong",144.418,-38.247,0,0,"1+","Anseriformes",-38.25,144.42,2020,10,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"930","Chestnut teal","10135147",2019-07-11,"M",NA,"14177","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"931","Chestnut teal","09161711",2018-06-06,"M",NA,"13102","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"932","Chestnut teal","09161731",2018-08-13,"F","A","12949","Geelong",144.52,-38.23,1,0,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"933","Chestnut teal","09161729",2021-02-03,"F","A","15285","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,2,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"934","Chestnut teal","09161732",2018-08-13,"F","A","12952","Geelong",144.52,-38.23,1,1,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"935","Chestnut teal",NA,2019-04-13,"F","A","11924","Killarney ",142.31,-38.33,0,NA,"1+","Anseriformes",-38.33,142.31,2019,4,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"936","Chestnut teal","10134973",2018-07-06,"M","A","13109","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,7,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"937","Chestnut teal","10135069",2012-12-17,"M","A","3852","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"938","Chestnut teal","09161713",2018-08-13,"F","A","11360","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"939","Chestnut teal","10134965",2020-09-30,"M","A","15075","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"940","Chestnut teal","10135083",2012-12-17,"M","A","3248","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"941","Chestnut teal","09161729",2018-08-13,"F","A","12938","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"942","Chestnut teal","10135063",2012-12-17,"M","A","3838","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"943","Chestnut teal",NA,2017-04-30,"F",NA,"10577","Apsley",141.386109,-36.94001,1,NA,"U","Anseriformes",-36.94,141.39,2017,4,"2016","W","Temp","Duck","Chestnut teal","Anseriformes"
"944","Chestnut teal","10135242",2013-05-02,"M","A","5179","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"945","Chestnut teal","10135074",2013-04-26,"M","A","5057","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"946","Chestnut teal","10135076",2012-12-17,"M","A","3873","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"947","Chestnut teal","10134867",2013-02-07,"M","A","4115","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"948","Chestnut teal","10134868",2013-02-14,"M","J","4189","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"949","Chestnut teal",NA,2018-05-25,"F","J","13385","Cape Otway",143.47,-38.78,0,NA,"J","Anseriformes",-38.78,143.47,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"950","Chestnut teal",NA,2018-06-09,"F","A","11487","Geelong",144.455833,-38.224722,0,NA,"1+","Anseriformes",-38.22,144.46,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"951","Chestnut teal",NA,2015-02-14,"F","A","8089","King Island",143.8457,-39.878,0,0,"1+","Anseriformes",-39.88,143.85,2015,2,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"952","Chestnut teal","10132777",2012-04-11,"M","A","3231","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"953","Chestnut teal","09161728",2019-12-23,"F","A","14408","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2019,12,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"954","Chestnut teal","10134940",2013-04-23,"F","A","5014","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"955","Chestnut teal","09161747",2020-09-02,"F","A","15049","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"956","Chestnut teal","09161271",2021-01-14,"F","A","15270","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,1,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"957","Chestnut teal","09161749",2019-07-11,"F",NA,"14153","Geelong",144.52,-38.23,NA,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"958","Chestnut teal","10135085",2012-12-17,"M","J","3252","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"959","Chestnut teal","10134961",2018-05-09,"M","A","12876","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"960","Chestnut teal","09160201",2012-12-10,"F","A","3752","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"961","Chestnut teal","10135141",2020-08-29,"M","A","15038","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,8,"2020","W","Temp","Duck","Chestnut teal","Anseriformes"
"962","Chestnut teal","1013461",2013-02-07,"M","A","4104","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"963","Chestnut teal","10135142",2019-12-23,"M","A","14411","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2019,12,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"964","Chestnut teal","09161277",2021-02-03,"F","A","15286","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,2,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"965","Chestnut teal","10135056",2012-12-12,"M","J","3820","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"966","Chestnut teal","10135133",2020-10-16,"M","A","15081","Geelong",144.418,-38.247,0,0,"1+","Anseriformes",-38.25,144.42,2020,10,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"967","Chestnut teal","09160454",2013-04-01,"M","J","4776","Innamincka Regional Reserve",140.17,-27.01,0,1,"1","Anseriformes",-27.01,140.17,2013,4,"2012","W","Arid","Duck","Chestnut teal","Anseriformes"
"968","Chestnut teal","09153000",2011-10-18,"F","A","1101","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,10,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"969","Chestnut teal",NA,2018-05-19,"F","A","13226","Sale",147.31,-38.09,0,NA,"1+","Anseriformes",-38.09,147.31,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"970","Chestnut teal","10134854",2013-02-04,"M","A","4057","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"971","Chestnut teal","10134969",2018-05-24,"M","A","12891","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"972","Chestnut teal","09160282",2013-04-26,"F","A","5077","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"973","Chestnut teal","10134991",2019-07-11,NA,NA,"14170","Geelong",144.52,-38.23,NA,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"974","Chestnut teal","10135099",2013-02-04,"M","A","4037","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"975","Chestnut teal","10135100",2013-02-04,"M","A","4038","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"976","Chestnut teal",NA,2018-06-11,"F",NA,"11596","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"977","Chestnut teal",NA,2017-03-19,"F","J","10775","Apsley",141.0199,-36.98,0,NA,"J","Anseriformes",-36.98,141.02,2017,3,"2016","W","Temp","Duck","Chestnut teal","Anseriformes"
"978","Chestnut teal","10135274",2016-09-18,"M","A","9530","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2016,9,"2016","S","Temp","Duck","Chestnut teal","Anseriformes"
"979","Chestnut teal","10135220",2013-04-29,"M","A","5129","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"980","Chestnut teal","10134990",2019-06-19,"M",NA,"14111","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,6,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"981","Chestnut teal","10135074",2013-02-04,"M","A","4071","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"982","Chestnut teal","09161513",2013-04-26,"F","A","5083","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"983","Chestnut teal","09160258",2014-01-29,"F",NA,"6592","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2014,1,"2013","S","Temp","Duck","Chestnut teal","Anseriformes"
"984","Chestnut teal","09161262",2020-10-21,"F","A","15084","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,10,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"985","Chestnut teal","11129697",2010-11-09,NA,"A","16","Innamincka Regional Reserve",140.14,-27.43,0,NA,"1+","Anseriformes",-27.43,140.14,2010,11,"2010","S","Arid","Duck","Chestnut teal","Anseriformes"
"986","Chestnut teal","09160294",2013-02-04,"M","A","4065","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"987","Chestnut teal","09161514",2013-04-29,NA,"A","5084","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"988","Chestnut teal","10135127",2019-07-11,"M",NA,"14152","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"989","Chestnut teal","09161718",2018-07-06,"F","A","13105","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,7,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"990","Chestnut teal","09161745",2019-11-13,NA,NA,"14136","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,11,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"991","Chestnut teal","09160196",2012-12-10,"F","A","3747","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"992","Chestnut teal",NA,2015-02-14,"F","A","8091","King Island",143.8457,-39.878,0,0,"1+","Anseriformes",-39.88,143.85,2015,2,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"993","Chestnut teal","09160199",2012-12-10,"F","A","3750","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"994","Chestnut teal","10134872",2013-02-11,NA,NA,"4168","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"995","Chestnut teal","09157605",2012-09-02,NA,NA,"2418","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"U","Anseriformes",-37.99,144.65,2012,9,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"996","Chestnut teal","10127442",2012-02-22,"M","A","2063","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"997","Chestnut teal","09160455",2013-04-01,"M","A","4777","Innamincka Regional Reserve",140.17,-27.01,0,1,"1+","Anseriformes",-27.01,140.17,2013,4,"2012","W","Arid","Duck","Chestnut teal","Anseriformes"
"998","Chestnut teal","09160200",2013-02-04,"M","A","4036","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"999","Chestnut teal","09161750",2019-07-11,"F",NA,"13761","Geelong",144.52,-38.23,0,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1000","Chestnut teal","09160235",2012-12-12,"F","A","3817","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1001","Chestnut teal",NA,2018-05-26,"F","A","13401","Paynesville",147.63,-37.85,0,NA,"1+","Anseriformes",-37.85,147.63,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1002","Chestnut teal","09161707",2018-06-06,"F",NA,"13101","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1003","Chestnut teal","09161278",2021-02-18,"F","A","15305","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2021,2,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1004","Chestnut teal","10135218",2013-04-29,"M","A","5125","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1005","Chestnut teal","09161707",2019-06-19,"F",NA,"14119","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,6,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1006","Chestnut teal","10135142",2020-10-21,"M","A","15085","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,10,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1007","Chestnut teal","10134929",2013-04-23,"F",NA,"5000","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"U","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1008","Chestnut teal","09161709",2019-05-23,"F","A","14101","Geelong",144.52,-38.23,0,1,"2+","Anseriformes",-38.23,144.52,2019,5,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1009","Chestnut teal",NA,2018-05-26,"F",NA,"13396","Paynesville",147.71,-37.86,0,NA,"U","Anseriformes",-37.86,147.71,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1010","Chestnut teal","10135146",2019-07-11,"M",NA,"14180","Geelong",144.52,-38.23,NA,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1011","Chestnut teal","10134992",2019-07-11,"M",NA,"14171","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1012","Chestnut teal",NA,2018-05-26,"F","A","13386","Geelong",144.455833,-38.224722,0,NA,"1+","Anseriformes",-38.22,144.46,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1013","Chestnut teal","09161253",2019-07-11,"F",NA,"14184","Geelong",144.52,-38.23,NA,1,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1014","Chestnut teal","09161251",2019-11-13,NA,NA,"14197","Geelong",144.52,-38.23,0,1,"U","Anseriformes",-38.23,144.52,2019,11,NA,"S","Temp","Duck","Chestnut teal","Anseriformes"
"1015","Chestnut teal","10135272",2016-09-18,"M","A","9528","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2016,9,"2016","S","Temp","Duck","Chestnut teal","Anseriformes"
"1016","Chestnut teal","10134934",2013-05-02,"M","A","5166","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1017","Chestnut teal",NA,2018-05-26,"F","A","13425","Orbost",148.56,-37.75,0,NA,"1+","Anseriformes",-37.75,148.56,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1018","Chestnut teal","09161711",2020-09-11,"M","A","15063","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1019","Chestnut teal","10134939",2013-05-02,"M","J","5165","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1020","Chestnut teal","10134939",2013-04-23,NA,NA,"5012","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"U","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1021","Chestnut teal",NA,2018-06-11,"F",NA,"11599","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1022","Chestnut teal","09161712",2020-09-23,"F","A","15066","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2020,9,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1023","Chestnut teal","10135240",2013-05-02,"M","J","5173","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1","Anseriformes",-37.99,144.65,2013,5,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1024","Chestnut teal",NA,2018-06-11,"F",NA,"11594","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1025","Chestnut teal",NA,2018-05-26,"F",NA,"13429","Orbost",148.52,-37.77,0,NA,"U","Anseriformes",-37.77,148.52,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1026","Chestnut teal","10134943",2013-04-23,"M","A","5017","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1027","Chestnut teal","10135283",2016-09-18,"M","A","9543","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2016,9,"2016","S","Temp","Duck","Chestnut teal","Anseriformes"
"1028","Chestnut teal","09160225",2012-12-10,"F","A","3800","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1029","Chestnut teal","10127435",2012-02-15,NA,"A","1996","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1030","Chestnut teal",NA,2018-05-19,"F","A","13230","Sale",147.31,-38.09,0,NA,"1+","Anseriformes",-38.09,147.31,2018,5,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1031","Chestnut teal","09161718",2018-08-15,"F","A","13124","Geelong",144.52,-38.23,0,NA,"1+","Anseriformes",-38.23,144.52,2018,8,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1032","Chestnut teal",NA,2018-06-09,"F","A","11484","Geelong",144.455833,-38.224722,0,NA,"1+","Anseriformes",-38.22,144.46,2018,6,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1033","Chestnut teal","09160196",2013-02-04,"F","A","4030","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1034","Chestnut teal","09160196",2012-12-17,"F","A","3875","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1035","Chestnut teal","09154109",2011-05-29,"M","A","593","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2011,5,"2010","W","Temp","Duck","Chestnut teal","Anseriformes"
"1036","Chestnut teal","09160268",2012-12-17,"F","A","3255","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1037","Chestnut teal","09160269",2012-12-17,"F","A","3256","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
"1038","Chestnut teal","10135171",2013-04-26,"M",NA,"5047","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1039","Chestnut teal","10132781",2012-06-08,"M","J","2290","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2012,6,"2011","W","Temp","Duck","Chestnut teal","Anseriformes"
"1040","Chestnut teal","10135213",2013-04-29,"M","A","5115","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1041","Chestnut teal","10135174",2013-04-26,"M","J","5050","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"J","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1042","Chestnut teal","09154348",2012-02-14,"F","A","1962","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Chestnut teal","Anseriformes"
"1043","Chestnut teal","09161705",2019-07-11,"F",NA,"14148","Geelong",144.52,-38.23,NA,0,"U","Anseriformes",-38.23,144.52,2019,7,"2018","W","Temp","Duck","Chestnut teal","Anseriformes"
"1044","Chestnut teal","10135141",2021-01-14,"M","A","15252","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2021,1,"2020","S","Temp","Duck","Chestnut teal","Anseriformes"
"1045","Chestnut teal","10135178",2013-04-26,"M","A","5054","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Chestnut teal","Anseriformes"
"1046","Chestnut teal","09161724",2018-07-06,"F","A","13111","Geelong",144.52,-38.23,0,0,"1+","Anseriformes",-38.23,144.52,2018,7,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1047","Chestnut teal","09161726",2018-07-06,"F","A","11346","Geelong",144.52,-38.23,0,1,"1+","Anseriformes",-38.23,144.52,2018,7,"2017","W","Temp","Duck","Chestnut teal","Anseriformes"
"1048","Chestnut teal","10135058",2012-12-17,"M","J","3827","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Chestnut teal","Anseriformes"
