"","CatSpeSpeciesRef","BandNumber","Date","Sex","Age","CatSampleID","LocRegionRef","LocLon","LocLat","AIV","AIVAb","CatAgeAgeRef","SpeOrder","lat","lon","Year","Month","Year2","Season","Ecotype","group","Species","Order" 
"10608","Ruddy turnstone","05270013",2019-11-27,"M","A","14346","King Island",143.8467,-39.8876,0,0,"U","Charadriiformes",-39.89,143.85,2019,11,"2019","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10609","Ruddy turnstone","05272899",2014-11-24,"F","A","7332","King Island",143.853,-39.867,0,1,"2+","Charadriiformes",-39.87,143.85,2014,11,"2014","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10610","Ruddy turnstone","05272899",2015-11-29,"F","A","9034","King Island",143.853,-39.867,0,1,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10611","Ruddy turnstone","05259636",2016-02-13,"F","A","9352","King Island",143.99,-39.86,0,1,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10612","Ruddy turnstone","05272899",2018-12-12,"F","A","13207","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10613","Ruddy turnstone","05272899",2019-03-29,"F","A","14085","King Island",143.84,-39.79,0,1,"U","Charadriiformes",-39.79,143.84,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10614","Ruddy turnstone","05272900",2014-11-25,"F","A","7354","King Island",143.8457,-39.878,0,1,"2","Charadriiformes",-39.88,143.85,2014,11,"2014","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10615","Ruddy turnstone","05270023",2019-03-27,"F","A","14045","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10616","Ruddy turnstone","05270039",2014-11-25,"F","A","7352","King Island",143.8457,-39.878,0,0,"2+","Charadriiformes",-39.88,143.85,2014,11,"2014","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10617","Ruddy turnstone","05278379",2015-11-29,NA,"A","9026","King Island",143.853,-39.867,0,1,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10618","Ruddy turnstone","05278380",2015-11-29,"M","A","9027","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10619","Ruddy turnstone","05270046",2013-03-30,"M","A","4532","King Island",143.9052,-40.12176,0,1,"2+","Charadriiformes",-40.12,143.91,2013,3,"2012","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10620","Ruddy turnstone","05278381",2016-11-18,"M","A","9558","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10621","Ruddy turnstone","05278381",2017-04-01,"M","A","11003","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2017,4,"2016","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10622","Ruddy turnstone","05278381",2017-12-10,"M","A","12023","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2017,12,"2017","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10623","Ruddy turnstone","05278382",2015-11-29,NA,"A","9031","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10624","Ruddy turnstone","05278382",2018-12-12,NA,"A","13213","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10625","Ruddy turnstone","05278383",2015-11-29,NA,"A","9040","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10626","Ruddy turnstone","05270058",2013-03-29,"F","A","4517","King Island",143.843703,-39.939042,0,0,"2+","Charadriiformes",-39.94,143.84,2013,3,"2012","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10627","Ruddy turnstone","05270059",2016-11-18,NA,"A","9547","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10628","Ruddy turnstone","05278386",2015-11-29,NA,"A","9032","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10629","Ruddy turnstone","05278388",2015-11-29,NA,"A","9033","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10630","Ruddy turnstone","05270065",2014-03-24,"M","A","7139","King Island",143.843703,-39.939042,0,1,"2+","Charadriiformes",-39.94,143.84,2014,3,"2013","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10631","Ruddy turnstone","05278390",2015-11-29,NA,"A","9041","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10632","Ruddy turnstone","05278391",2015-11-29,NA,"A","9042","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10633","Ruddy turnstone","05278392",2015-11-30,NA,"A","9051","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10634","Ruddy turnstone","05278392",2016-02-15,NA,"A","9377","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10635","Ruddy turnstone","05278393",2015-11-30,NA,"A","9050","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10636","Ruddy turnstone","05278394",2015-11-30,NA,"A","9052","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10637","Ruddy turnstone","05270074",2016-02-15,"M","A","9378","King Island",143.843703,-39.939042,0,1,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10638","Ruddy turnstone","05278395",2016-11-18,NA,"A","9570","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10639","Ruddy turnstone","05278396",2015-11-30,NA,"A","9093","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10640","Ruddy turnstone","05278396",2017-03-31,NA,"A","10991","King Island",143.99,-39.86,0,1,"U","Charadriiformes",-39.86,143.99,2017,3,"2016","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10641","Ruddy turnstone","05278397",2016-03-11,"F","A","9447","Flinders",145.01,-38.47,0,NA,"U","Charadriiformes",-38.47,145.01,2016,3,"2015","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10642","Ruddy turnstone","05286563",2018-12-12,NA,"A","13184","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10643","Ruddy turnstone","05278401",2016-11-18,NA,"A","9556","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10644","Ruddy turnstone","05278401",2017-03-31,NA,"A","10973","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2017,3,"2016","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10645","Ruddy turnstone","05270123",2014-03-18,"F","A","6902","King Island",143.8457,-39.878,0,1,"2+","Charadriiformes",-39.88,143.85,2014,3,"2013","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10646","Ruddy turnstone","05278402",2016-02-15,NA,"A","9388","King Island",143.843703,-39.939042,0,1,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10647","Ruddy turnstone","05270125",2013-11-21,NA,"A","5731","King Island",143.84,-39.79,0,0,"2+","Charadriiformes",-39.79,143.84,2013,11,"2013","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10648","Ruddy turnstone","05270126",2013-03-28,"M","A","4466","King Island",143.8457,-39.878,0,1,"2+","Charadriiformes",-39.88,143.85,2013,3,"2012","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10649","Ruddy turnstone","05278405",2015-11-30,NA,"A","9099","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10650","Ruddy turnstone","05270126",2015-12-03,"M","A","9151","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10651","Ruddy turnstone","05278406",2016-11-18,NA,"A","9562","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10652","Ruddy turnstone","05270126",2016-11-19,"M","A","9600","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10653","Ruddy turnstone","05270126",2019-03-24,"M","A","13948","King Island",143.8457,-39.878,1,1,"U","Charadriiformes",-39.88,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10654","Ruddy turnstone","05278408",2015-11-30,NA,"A","9107","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10655","Ruddy turnstone","05278408",2016-02-12,NA,"A","9334","King Island",143.8457,-39.878,0,0,"J","Charadriiformes",-39.88,143.85,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10656","Ruddy turnstone","05278408",2016-11-18,NA,"A","9566","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10657","Ruddy turnstone","05278409",2015-11-30,"M","A","9109","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10658","Ruddy turnstone","05278409",2018-03-23,"M","A","13047","King Island",143.92644,-40.160559,0,0,"U","Charadriiformes",-40.16,143.93,2018,3,"2017","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10659","Ruddy turnstone","05278410",2015-11-30,"F","J","9111","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10660","Ruddy turnstone","05270137",2014-03-24,"F","A","7147","King Island",143.843703,-39.939042,0,0,"2+","Charadriiformes",-39.94,143.84,2014,3,"2013","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10661","Ruddy turnstone","05278411",2015-11-30,NA,"A","9112","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10662","Ruddy turnstone","05278411",2016-11-18,NA,"A","9549","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10663","Ruddy turnstone","05278412",2015-11-30,NA,"A","9113","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10664","Ruddy turnstone","05278412",2016-11-18,NA,"A","9557","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10665","Ruddy turnstone","05278413",2015-11-30,"M","J","9116","King Island",143.9052,-40.12176,0,0,"U","Charadriiformes",-40.12,143.91,2015,11,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10666","Ruddy turnstone","05278414",2015-12-01,NA,"A","9122","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10667","Ruddy turnstone","05278415",2016-02-13,"M","A","9349","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10668","Ruddy turnstone","05286583",2019-03-24,NA,"J","13955","King Island",143.8457,-39.878,0,1,"U","Charadriiformes",-39.88,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10669","Ruddy turnstone","05286584",2019-03-24,NA,"A","13946","King Island",143.8457,-39.878,1,1,"U","Charadriiformes",-39.88,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10670","Ruddy turnstone","05286585",2019-03-27,"M","A","14035","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10671","Ruddy turnstone","05286586",2019-03-27,"M","A","14033","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10672","Ruddy turnstone","05278417",2015-12-01,NA,"A","9124","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10673","Ruddy turnstone","05286589",2019-03-27,NA,"J","14036","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10674","Ruddy turnstone","05286590",2019-03-27,"M","A","14030","King Island",143.84588,-39.724322,0,1,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10675","Ruddy turnstone","05286591",2019-03-27,NA,"J","14031","King Island",143.84588,-39.724322,0,1,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10676","Ruddy turnstone","05286592",2019-03-27,"F","A","14014","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10677","Ruddy turnstone","05286593",2019-03-27,NA,"J","13999","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10678","Ruddy turnstone","05286596",2019-03-27,"M","A","14020","King Island",143.84588,-39.724322,0,0,"U","Charadriiformes",-39.72,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10679","Ruddy turnstone","05278420",2016-11-22,NA,"A","9645","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10680","Ruddy turnstone","05278421",2015-12-01,NA,"A","9132","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10681","Ruddy turnstone","05278422",2015-12-01,"F","A","9133","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10682","Ruddy turnstone","05278422",2016-02-13,"F","A","9353","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10683","Ruddy turnstone","05259777",2011-01-22,"M","J","BRTS15","Melbourne Western Treatment Plant",144.43,-38.28,NA,0,"1","Charadriiformes",-38.28,144.43,2011,1,"2010","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10684","Ruddy turnstone","05259778",2011-01-22,"M","J","BRTS16","Melbourne Western Treatment Plant",144.43,-38.28,NA,0,"1","Charadriiformes",-38.28,144.43,2011,1,"2010","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10685","Ruddy turnstone","05272937",2019-03-23,"M","A","13893","King Island",143.853,-39.867,0,1,"U","Charadriiformes",-39.87,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10686","Ruddy turnstone","05278425",2015-12-01,NA,"A","9138","King Island",143.99,-39.86,0,1,"U","Charadriiformes",-39.86,143.99,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10687","Ruddy turnstone","05278426",2015-12-03,NA,"A","9146","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10688","Ruddy turnstone","05278426",2016-02-12,NA,"A","9326","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10689","Ruddy turnstone","05272942",2014-11-30,"F","J","7605","King Island",143.853,-39.867,0,0,"1","Charadriiformes",-39.87,143.85,2014,11,"2014","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10690","Ruddy turnstone","05278428",2015-12-03,NA,"A","9148","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10691","Ruddy turnstone","05278429",2015-12-03,"F","A","9150","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10692","Ruddy turnstone","05286639",2018-12-08,NA,"J","13162","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10693","Ruddy turnstone","05286639",2018-12-08,NA,"J","13145","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10694","Ruddy turnstone","05278429",2019-03-24,"F","A","13937","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10695","Ruddy turnstone","05278430",2015-12-03,"F","A","9152","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10696","Ruddy turnstone","05278430",2019-03-24,"F","A","13936","King Island",143.8457,-39.878,0,1,"U","Charadriiformes",-39.88,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10697","Ruddy turnstone","05278431",2015-12-03,"F","A","9158","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10698","Ruddy turnstone","05286644",2018-12-08,NA,"J","13157","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10699","Ruddy turnstone","05286645",2018-12-08,NA,"J","13158","King Island",143.843703,-39.939042,1,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10700","Ruddy turnstone","05286646",2018-12-08,NA,"J","13167","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10701","Ruddy turnstone","05286647",2018-12-09,NA,"J","12914","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10702","Ruddy turnstone","05286648",2018-12-09,"M","J","12916","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10703","Ruddy turnstone","05278433",2015-12-03,NA,"A","9159","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2015,12,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10704","Ruddy turnstone","05278442",2016-02-12,"M","A","9335","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10705","Ruddy turnstone","05278443",2016-02-12,NA,"A","9332","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10706","Ruddy turnstone","05278444",2016-02-12,NA,"A","9333","King Island",143.8457,-39.878,0,0,"U","Charadriiformes",-39.88,143.85,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10707","Ruddy turnstone","05278445",2016-02-13,NA,"A","9340","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10708","Ruddy turnstone","05278446",2016-02-13,NA,"A","9338","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10709","Ruddy turnstone","05278447",2016-02-13,NA,"J","9346","King Island",143.99,-39.86,0,0,"J","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10710","Ruddy turnstone","05278448",2016-02-13,NA,"A","9357","King Island",143.99,-39.86,0,0,"U","Charadriiformes",-39.86,143.99,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10711","Ruddy turnstone","05278449",2016-02-15,NA,"A","9370","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10712","Ruddy turnstone","05278450",2016-02-15,NA,"A","9371","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10713","Ruddy turnstone","05278451",2016-02-15,NA,"A","9383","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10714","Ruddy turnstone","05278452",2016-02-16,"M","A","9393","King Island",143.86,-39.84,0,0,"U","Charadriiformes",-39.84,143.86,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10715","Ruddy turnstone","05278452",2017-04-01,"M","A","11015","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2017,4,"2016","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10716","Ruddy turnstone","05278998",2018-12-08,"F","A","13155","King Island",143.843703,-39.939042,0,1,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10717","Ruddy turnstone","05278998",2019-03-23,"F","A","13888","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2019,3,"2018","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10718","Ruddy turnstone","05278999",2017-12-09,NA,"A","12008","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2017,12,"2017","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10719","Ruddy turnstone","05279000",2017-12-09,NA,"A","12009","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2017,12,"2017","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10720","Ruddy turnstone","05279000",2018-12-08,NA,"A","13147","King Island",143.843703,-39.939042,0,1,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10721","Ruddy turnstone","05286659",2018-12-09,NA,"J","12742","King Island",143.853,-39.867,0,0,"U","Charadriiformes",-39.87,143.85,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10722","Ruddy turnstone","05270423",2016-11-29,NA,"A","9693","Nene Valley",139.75,-37.07,0,NA,"U","Charadriiformes",-37.07,139.75,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10723","Ruddy turnstone","05278456",2016-02-16,"F","A","9399","King Island",143.86,-39.84,0,0,"U","Charadriiformes",-39.84,143.86,2016,2,"2015","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10724","Ruddy turnstone","05278456",2017-04-01,"F","A","11025","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2017,4,"2016","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10725","Ruddy turnstone","05278456",2018-12-12,"F","A","13211","King Island",143.84,-39.79,0,0,"U","Charadriiformes",-39.79,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10726","Ruddy turnstone","05270446",2016-11-27,"M","A","9674","Nene Valley",140.51,-37.98,0,NA,"U","Charadriiformes",-37.98,140.51,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10727","Ruddy turnstone","05270447",2016-11-27,"M","A","9666","Nene Valley",140.51,-37.98,0,NA,"U","Charadriiformes",-37.98,140.51,2016,11,"2016","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10728","Ruddy turnstone","05272003",2013-03-28,"F","A","4442","King Island",143.8457,-39.878,0,0,"2+","Charadriiformes",-39.88,143.85,2013,3,"2012","W","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10729","Ruddy turnstone","05286065",2018-12-08,NA,"J","13148","King Island",143.843703,-39.939042,0,0,"U","Charadriiformes",-39.94,143.84,2018,12,"2018","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
"10730","Ruddy turnstone","05286065",2019-11-27,NA,"A","14340","King Island",143.8467,-39.8876,0,0,"U","Charadriiformes",-39.89,143.85,2019,11,"2019","S","Temp","Shorebird","Ruddy turnstone","Charadriiformes"
