Species,Shortcode,Film,Filmcode,Logmass,LogTarsus,Distance,GroupSize,AvTemp,AvWind,OL_pc,OL_success ,OL_fail
Recurvirostra_novaehollandiae,RN,12,RN12,2.511352,1.94405702,77,1,26.75,5.7,100,9,0
Recurvirostra_novaehollandiae,RN,13,RN13,2.511352,1.94405702,107,11,25.9,1.3,99.9972885,5,0
Recurvirostra_novaehollandiae,RN,13,RN13,2.511352,1.94405702,107,11,25.9,1.3,100,5,0
Recurvirostra_novaehollandiae,RN,14,RN14,2.511352,1.94405702,170,50,33.76,2.84,0,0,20
Recurvirostra_novaehollandiae,RN,14,RN14,2.511352,1.94405702,170,50,33.76,2.84,52.28485476,11,10
Recurvirostra_novaehollandiae,RN,15,RN15,2.511352,1.94405702,70,50,34,2.5,99.99830861,8,0
Recurvirostra_novaehollandiae,RN,15,RN15,2.511352,1.94405702,70,50,34,2.5,96.403261,8,0
Recurvirostra_novaehollandiae,RN,16,RN16,2.511352,1.94405702,146,40,42.2,1.18,98.17963045,20,0
Recurvirostra_novaehollandiae,RN,16,RN16,2.511352,1.94405702,146,40,42.2,1.18,0,0,20
Recurvirostra_novaehollandiae,RN,16,RN16,2.511352,1.94405702,146,40,42.2,1.18,97.60362653,20,1
Recurvirostra_novaehollandiae,RN,16,RN16,2.511352,1.94405702,146,40,42.2,1.18,0,0,21
Recurvirostra_novaehollandiae,RN,17,RN17,2.511352,1.94405702,70,81.2,35.82,2.56,94.6811549,19,1
Recurvirostra_novaehollandiae,RN,17,RN17,2.511352,1.94405702,70,81.2,35.82,2.56,69.73243496,14,6
Recurvirostra_novaehollandiae,RN,18,RN18,2.511352,1.94405702,60,10.6,42.28,1.62,38.54611722,8,13
Recurvirostra_novaehollandiae,RN,18,RN18,2.511352,1.94405702,60,10.6,42.28,1.62,41.91648771,9,12
Recurvirostra_novaehollandiae,RN,19,RN19,2.511352,1.94405702,90,10.6,23.62,3.14,83.26024747,19,4
Recurvirostra_novaehollandiae,RN,19,RN19,2.511352,1.94405702,90,10.6,23.62,3.14,100,23,0
Calidris_ruficollis,CR,2,CR2,1.48445,1.30271564,130,20,15.06,1.14,39.17131358,8,13
Calidris_ruficollis,CR,2,CR2,1.48445,1.30271564,130,20,15.06,1.14,35.92299859,7,13
Calidris_ruficollis,CR,3,CR3,1.48445,1.30271564,30,40,15.375,2.075,0,0,16
Calidris_ruficollis,CR,3,CR3,1.48445,1.30271564,30,40,15.375,2.075,0,0,16
Calidris_ruficollis,CR,4,CR4,1.48445,1.30271564,30,34,15.76,1.58,9.641636754,1,13
Calidris_ruficollis,CR,5,CR5,1.48445,1.30271564,30,34,15.76,1.58,82.00253092,12,3
Calidris_ruficollis,CR,6,CR6,1.48445,1.30271564,60,4,15.8,3.68,90.93331824,18,2
Calidris_ruficollis,CR,6,CR6,1.48445,1.30271564,60,4,15.8,3.68,94.80385257,19,1
Calidris_ruficollis,CR,7,CR7,1.48445,1.30271564,54,30,16.48,2.68,0,0,21
Calidris_ruficollis,CR,7,CR7,1.48445,1.30271564,54,30,16.48,2.68,14.4119002,3,18
Calidris_ruficollis,CR,9,CR9,1.48445,1.30271564,23,26.4,17.74,1.12,94.14647605,19,1
Calidris_ruficollis,CR,9,CR9,1.48445,1.30271564,23,26.4,17.74,1.12,94.41778178,20,1
Calidris_ruficollis,CR,10,CR10,1.48445,1.30271564,27,43.2,18.26,1.12,69.43200042,15,6
Calidris_ruficollis,CR,10,CR10,1.48445,1.30271564,27,43.2,18.26,1.12,69.40882062,15,6
Calidris_ruficollis,CR,13,CR13,1.48445,1.30271564,26,100,21.225,6.425,0,0,22
Calidris_ruficollis,CR,13,CR13,1.48445,1.30271564,26,100,21.225,6.425,0,0,22
Calidris_ruficollis,CR,16,CR16,1.48445,1.30271564,26,50,23.06,1.06,95.71431536,21,1
Calidris_ruficollis,CR,16,CR16,1.48445,1.30271564,26,50,23.06,1.06,57.81235227,13,9
Calidris_ruficollis,CR,18,CR18,1.48445,1.30271564,30,100,24.5,2.34,27.18830664,6,15
Calidris_ruficollis,CR,18,CR18,1.48445,1.30271564,30,100,24.5,2.34,52.16527688,11,10
Calidris_ruficollis,CR,20,CR20,1.48445,1.30271564,52,100,26.26,1.86,0,0,21
Calidris_ruficollis,CR,20,CR20,1.48445,1.30271564,52,100,26.26,1.86,0,0,21
Calidris_ruficollis,CR,21,CR21,1.48445,1.30271564,41,25.25,26.425,4.375,0,0,15
Calidris_ruficollis,CR,21,CR21,1.48445,1.30271564,41,25.25,26.425,4.375,0,0,15
Calidris_ruficollis,CR,23,CR23,1.48445,1.30271564,30,8.666666667,30.06666667,1.833333333,0,0,14
Calidris_ruficollis,CR,23,CR23,1.48445,1.30271564,30,8.666666667,30.06666667,1.833333333,0,0,14
Calidris_ruficollis,CR,24,CR24,1.48445,1.30271564,20,100,30.96,3.96,0,0,21
Calidris_ruficollis,CR,24,CR24,1.48445,1.30271564,20,100,30.96,3.96,0,0,21
Calidris_ruficollis,CR,25,CR25,1.48445,1.30271564,23,100,31.12,2.34,0,0,19
Calidris_ruficollis,CR,25,CR25,1.48445,1.30271564,23,100,31.12,2.34,0,0,19
Calidris_ruficollis,CR,26,CR26,1.48445,1.30271564,57,100,31.52,3.7,0,0,21
Calidris_ruficollis,CR,26,CR26,1.48445,1.30271564,57,100,31.52,3.7,0,0,21
Calidris_ruficollis,CR,29,CR29,1.48445,1.30271564,53,40.4,34.82,2.1,0,0,16
Calidris_ruficollis,CR,29,CR29,1.48445,1.30271564,53,40.4,34.82,2.1,0,0,16
Calidris_ruficollis,CR,33,CR33,1.48445,1.30271564,51,100,40.3,6.82,0,0,21
Calidris_ruficollis,CR,33,CR33,1.48445,1.30271564,51,100,40.3,6.82,0,0,21
Calidris_ruficollis,CR,34,CR34,1.48445,1.30271564,50,100,40.6,2.6,0,0,7
Calidris_ruficollis,CR,34,CR34,1.48445,1.30271564,50,100,40.6,2.6,12.24907592,1,6
Calidris_ruficollis,CR,35,CR35,1.48445,1.30271564,50,100,42.46,6.54,100,20,0
Calidris_ruficollis,CR,35,CR35,1.48445,1.30271564,50,100,42.46,6.54,0,0,20
Calidris_acuminata,CA,1,CA1,1.821379,1.47283941,30,40,15.375,2.075,0,0,9
Calidris_acuminata,CA,1,CA1,1.821379,1.47283941,30,40,15.375,2.075,0,0,13
Calidris_acuminata,CA,6,CA6,1.821379,1.47283941,50,20,15.56,3.22,0,0,23
Calidris_acuminata,CA,6,CA6,1.821379,1.47283941,50,20,15.56,3.22,0,0,23
Calidris_acuminata,CA,7,CA7,1.821379,1.47283941,50,30,15.3,2.9,0,0,5
Calidris_acuminata,CA,7,CA7,1.821379,1.47283941,50,30,15.3,2.9,0,0,5
Calidris_acuminata,CA,8,CA8,1.821379,1.47283941,78,53,14.98,2.16,0,0,24
Calidris_acuminata,CA,8,CA8,1.821379,1.47283941,78,53,14.98,2.16,35.38353401,9,16
Calidris_acuminata,CA,9,CA9,1.821379,1.47283941,115,22,16.1,3,98.16513327,14,0
Calidris_acuminata,CA,9,CA9,1.821379,1.47283941,115,22,16.1,3,58.26732838,8,6
Calidris_acuminata,CA,10,CA10,1.821379,1.47283941,30,100,24.5,2.34,0,0,20
Calidris_acuminata,CA,10,CA10,1.821379,1.47283941,30,100,24.5,2.34,78.16783543,16,4
Calidris_acuminata,CA,11,CA11,1.821379,1.47283941,60,6,20.9,1.54,92.84829161,20,2
Calidris_acuminata,CA,11,CA11,1.821379,1.47283941,60,6,20.9,1.54,93.13539455,20,1
Calidris_acuminata,CA,12,CA12,1.821379,1.47283941,80,30,27.7,1.72,49.23893424,8,8
Calidris_acuminata,CA,12,CA12,1.821379,1.47283941,80,30,27.7,1.72,0,0,17
Calidris_acuminata,CA,14,CA14,1.821379,1.47283941,150,20,23.9,1.72,0,0,20
Calidris_acuminata,CA,14,CA14,1.821379,1.47283941,150,20,23.9,1.72,0,0,20
Calidris_acuminata,CA,15,CA15,1.821379,1.47283941,57,100,31.52,3.7,0,0,21
Calidris_acuminata,CA,15,CA15,1.821379,1.47283941,57,100,31.52,3.7,0,0,21
Calidris_acuminata,CA,16,CA16,1.821379,1.47283941,180,40,30.42,2.88,0,0,19
Calidris_acuminata,CA,16,CA16,1.821379,1.47283941,180,40,30.42,2.88,0,0,19
Calidris_acuminata,CA,17,CA17,1.821379,1.47283941,180,100,35.48,1.28,76.4597759,8,2
Calidris_acuminata,CA,17,CA17,1.821379,1.47283941,180,100,35.48,1.28,55.22044568,5,4
Calidris_acuminata,CA,18,CA18,1.821379,1.47283941,75,33.6,36.02,3.04,0,0,20
Calidris_acuminata,CA,18,CA18,1.821379,1.47283941,75,33.6,36.02,3.04,0,0,20
Calidris_acuminata,CA,19,CA19,1.821379,1.47283941,20,15,21,17.46,33.33317619,7,14
Calidris_acuminata,CA,19,CA19,1.821379,1.47283941,20,15,21,17.46,0,0,21
Calidris_acuminata,CA,21,CA21,1.821379,1.47283941,50,100,40.6,2.6,0,0,7
Calidris_acuminata,CA,21,CA21,1.821379,1.47283941,50,100,40.6,2.6,0,0,7
Calidris_acuminata,CA,22,CA22,1.821379,1.47283941,50,100,42.46,6.54,0,0,20
Calidris_acuminata,CA,22,CA22,1.821379,1.47283941,50,100,42.46,6.54,74.63727459,15,5
Calidris_acuminata,CA,23,CA23,1.821379,1.47283941,20,100,42.46666667,2.433333333,46.44642478,6,7
Calidris_acuminata,CA,23,CA23,1.821379,1.47283941,20,100,42.46666667,2.433333333,0,0,13
Calidris_acuminata,CA,24,CA24,1.821379,1.47283941,39,50,22.94,1.6,99.9995186,21,0
Calidris_acuminata,CA,24,CA24,1.821379,1.47283941,39,50,22.94,1.6,100,21,0
Calidris_acuminata,CA,25,CA25,1.821379,1.47283941,23,100,30.66,3.32,0,0,20
Calidris_acuminata,CA,25,CA25,1.821379,1.47283941,23,100,30.66,3.32,0,0,20
Calidris_acuminata,CA,26,CA26,1.821379,1.47283941,23,100,31.12,2.34,94.85886747,19,1
Calidris_acuminata,CA,26,CA26,1.821379,1.47283941,23,100,31.12,2.34,0,0,20
Calidris_acuminata,CA,27,CA27,1.821379,1.47283941,53,40.4,34.82,2.1,0,0,20
Calidris_acuminata,CA,27,CA27,1.821379,1.47283941,53,40.4,34.82,2.1,0,0,20
